model,frame,decode_ms,infer_ms,track_ms,pipeline_ms,fps_proc,num_det_vehicle,mean_score_vehicle,frames_no_det,active_tracks,in_running,out_running,unique_ids,id_switches,segment
Mask R-CNN,953,0.65,2322.28,2.41,2325.35,0.43,18,0.6184,0,15,8,11,179,35,middle
Mask R-CNN,954,0.82,2358.81,2.29,2361.92,0.42,19,0.6027,0,16,8,11,180,35,middle
Mask R-CNN,955,0.72,2334.17,2.1,2337.0,0.43,17,0.6101,0,17,8,11,181,35,middle
Mask R-CNN,956,0.68,2356.78,2.05,2359.51,0.42,18,0.598,0,15,8,11,181,35,middle
Mask R-CNN,957,0.75,2301.47,2.01,2304.23,0.43,16,0.6397,0,15,8,11,181,35,middle
Mask R-CNN,958,0.73,2305.48,2.13,2308.35,0.43,14,0.6684,0,14,8,11,181,35,middle
Mask R-CNN,959,0.72,2409.36,2.17,2412.25,0.41,17,0.6216,0,14,8,11,181,35,middle
Mask R-CNN,960,0.82,2387.65,2.3,2390.76,0.42,15,0.6508,0,15,8,11,181,35,middle
Mask R-CNN,961,0.69,2313.51,2.06,2316.27,0.43,16,0.6311,0,14,8,11,181,35,middle
Mask R-CNN,962,0.68,2357.49,2.41,2360.58,0.42,19,0.6025,0,16,8,11,181,35,middle
Mask R-CNN,963,0.68,2329.94,2.37,2332.99,0.43,18,0.6001,0,16,8,11,181,35,middle
Mask R-CNN,964,0.7,2309.46,2.32,2312.47,0.43,18,0.6416,0,17,8,11,181,35,middle
Mask R-CNN,965,0.68,2319.41,2.46,2322.54,0.43,18,0.6298,0,18,8,11,181,35,middle
Mask R-CNN,966,0.72,2360.3,2.06,2363.09,0.42,18,0.6271,0,18,8,11,181,35,middle
Mask R-CNN,967,0.68,2369.91,2.42,2373.01,0.42,15,0.6483,0,15,8,11,181,35,middle
Mask R-CNN,968,0.69,2355.81,2.11,2358.61,0.42,18,0.6155,0,15,8,11,181,35,middle
Mask R-CNN,969,0.82,2314.17,1.87,2316.86,0.43,16,0.6404,0,13,8,11,181,35,middle
Mask R-CNN,970,0.68,2311.73,2.33,2314.74,0.43,17,0.6207,0,13,8,11,183,35,middle
Mask R-CNN,971,0.69,2354.42,2.63,2357.73,0.42,16,0.6445,0,14,8,11,183,35,middle
Mask R-CNN,972,0.73,2455.48,2.15,2458.36,0.41,13,0.6727,0,12,8,11,184,35,middle
Mask R-CNN,973,0.72,2368.2,2.13,2371.05,0.42,14,0.6541,0,13,8,11,184,35,middle
Mask R-CNN,974,0.82,2409.52,1.95,2412.3,0.41,13,0.7028,0,12,8,11,184,35,middle
Mask R-CNN,975,0.69,2415.3,1.91,2417.9,0.41,13,0.7242,0,11,8,11,184,35,middle
Mask R-CNN,976,0.7,2407.65,2.02,2410.37,0.41,14,0.6862,0,11,8,11,184,35,middle
Mask R-CNN,977,0.72,2305.95,1.97,2308.63,0.43,13,0.6901,0,10,8,11,184,35,middle
Mask R-CNN,978,0.67,2285.98,2.26,2288.91,0.44,15,0.6465,0,13,8,11,184,35,middle
Mask R-CNN,979,0.69,2287.18,1.95,2289.81,0.44,13,0.6796,0,12,8,11,184,35,middle
Mask R-CNN,980,0.69,2364.05,2.16,2366.9,0.42,15,0.6657,0,13,8,11,184,35,middle
Mask R-CNN,981,0.78,2325.96,1.99,2328.72,0.43,14,0.6321,0,13,8,11,184,36,middle
Mask R-CNN,982,0.73,2334.85,2.05,2337.63,0.43,13,0.6907,0,11,8,11,184,36,middle
Mask R-CNN,983,0.68,2275.06,2.34,2278.08,0.44,15,0.6616,0,13,8,11,184,36,middle
Mask R-CNN,984,0.76,2336.08,2.34,2339.17,0.43,16,0.6307,0,15,8,11,184,36,middle
Mask R-CNN,985,0.77,2388.43,2.34,2391.54,0.42,17,0.6406,0,15,8,11,184,36,middle
Mask R-CNN,986,0.68,2301.54,2.25,2304.47,0.43,15,0.6801,0,15,8,11,184,36,middle
